experiment_id,game_id,seed,player_a,player_b,player_a_params,player_b_params,white_player,black_player,winner,winner_color,num_plies,avg_time_white,avg_time_black,move_limit
E08,0,0,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.929734,0.687894,150
E08,1,1,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,49,0.702317,2.419491,150
E08,2,2,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,34,2.797586,0.612830,150
E08,3,3,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,39,0.762961,2.389474,150
E08,4,4,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,30,2.903891,0.406678,150
E08,5,5,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,33,0.880076,2.578520,150
E08,6,6,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.674314,0.536577,150
E08,7,7,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,39,1.002476,3.511481,150
E08,8,8,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,30,3.470347,0.289024,150
E08,9,9,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,35,0.934835,3.035029,150
E08,10,10,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,34,3.874199,0.660025,150
E08,11,11,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,41,0.745955,2.528139,150
E08,12,12,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,36,3.114775,1.168423,150
E08,13,13,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,35,0.929835,3.877708,150
E08,14,14,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,3.645164,0.779040,150
E08,15,15,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,31,1.148315,3.507589,150
E08,16,16,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,3.258390,0.621352,150
E08,17,17,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,37,1.017345,2.778238,150
E08,18,18,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,38,3.466691,0.739522,150
E08,19,19,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,31,0.940995,2.667825,150
E08,20,0,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.771681,0.662598,150
E08,21,1,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,49,0.984290,3.356808,150
E08,22,2,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,34,2.822959,0.608730,150
E08,23,3,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,39,0.983064,2.928978,150
E08,24,4,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,30,2.753807,0.375315,150
E08,25,5,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,33,1.278605,3.776503,150
E08,26,6,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.654456,0.533755,150
E08,27,7,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,39,1.011880,3.523274,150
E08,28,8,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,30,3.282855,0.285071,150
E08,29,9,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,35,0.713335,2.214750,150
E08,30,10,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,34,3.878221,0.650880,150
E08,31,11,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,41,1.065378,3.642688,150
E08,32,12,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,36,2.634112,1.050713,150
E08,33,13,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,35,0.706694,2.957631,150
E08,34,14,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.745587,0.634200,150
E08,35,15,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,31,0.794259,2.454640,150
E08,36,16,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,2.649169,0.519059,150
E08,37,17,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,37,1.042077,2.820041,150
E08,38,18,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,38,3.007372,0.606790,150
E08,39,19,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,31,0.977439,2.701726,150
E08,40,0,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,40,3.252826,0.692214,150
E08,41,1,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,49,0.721402,2.478634,150
E08,42,2,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,34,3.316725,0.596723,150
E08,43,3,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,39,0.762193,2.422626,150
E08,44,4,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,30,2.845829,0.376963,150
E08,45,5,uct,alphabeta,"{'iterations': 500, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,33,0.733139,2.465409,150
