experiment_id,game_id,seed,player_a,player_b,player_a_params,player_b_params,white_player,black_player,winner,winner_color,num_plies,avg_time_white,avg_time_black,move_limit
E07,0,0,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,48,0.681111,0.940493,150
E07,1,1,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,57,0.794020,0.694620,150
E07,2,2,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,58,0.542089,0.733142,150
E07,3,3,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,49,1.006450,0.849625,150
E07,4,4,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,54,0.564705,0.509617,150
E07,5,5,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,53,0.652200,0.560475,150
E07,6,6,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,50,0.532416,0.726367,150
E07,7,7,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,51,0.917034,0.767259,150
E07,8,8,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,draw,draw,150,0.377810,1.670265,150
E07,9,9,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,67,1.413300,0.722265,150
E07,10,10,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,58,0.802950,0.804765,150
E07,11,11,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,57,1.107149,0.762444,150
E07,12,12,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,54,0.616594,0.485571,150
E07,13,13,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,47,1.146800,0.829717,150
E07,14,14,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,70,0.556576,0.491843,150
E07,15,15,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,draw,draw,150,1.940814,0.329461,150
E07,16,16,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,54,0.532697,0.336134,150
E07,17,17,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,41,1.088353,0.552900,150
E07,18,18,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,46,0.612115,0.971632,150
E07,19,19,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,59,0.610834,0.543920,150
E07,20,0,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,48,0.516887,0.685520,150
E07,21,1,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,57,0.619028,0.531738,150
E07,22,2,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,58,0.804768,1.087964,150
E07,23,3,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,49,1.006020,0.842243,150
E07,24,4,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},uct,alphabeta,b,-1,54,0.832467,0.755101,150
E07,25,5,uct,alphabeta,"{'iterations': 100, 'c': 3.0}",{'max_depth': 6},alphabeta,uct,b,1,53,0.915351,0.803737,150
