experiment_id,game_id,seed,player_a,player_b,player_a_params,player_b_params,white_player,black_player,winner,winner_color,num_plies,avg_time_white,avg_time_black,move_limit
E16,0,0,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,72,7.620942,0.933803,100
E16,1,1,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,a,-1,60,0.543396,4.972075,100
E16,2,2,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,draw,draw,100,4.008438,0.610831,100
E16,3,3,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,a,-1,56,0.884153,4.953766,100
E16,4,4,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,a,1,51,6.900920,0.429082,100
E16,5,5,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,draw,draw,100,1.037530,4.096952,100
E16,6,6,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,a,1,63,6.992651,0.754734,100
E16,7,7,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,57,1.110293,7.343022,100
E16,8,8,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,a,1,57,4.952744,0.293211,100
E16,9,9,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,69,0.790136,5.493867,100
E16,10,10,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,draw,draw,100,4.962196,0.693266,100
E16,11,11,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,a,-1,76,0.696162,4.464811,100
E16,12,12,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,draw,draw,100,5.204989,1.072709,100
E16,13,13,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,draw,draw,100,1.617163,5.164305,100
E16,14,14,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,68,6.849039,0.666885,100
E16,15,15,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,draw,draw,100,2.233649,5.732684,100
E16,16,16,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},uct,alphabeta,b,-1,52,7.882955,0.616136,100
E16,17,17,uct,alphabeta,"{'iterations': 1000, 'c': 1.4}",{'max_depth': 6},alphabeta,uct,b,1,61,1.001452,6.055460,100
